FLOWgpm     Hinches
80.3104546866  1.5
105.114736655  1.91323377704
155.898237838  2.63791859727
187.124061384  3.11258772457
220.286593675  3.74486316503
264.28795003  4.82325035704
406.534268064  10.0085265692
607.488890847  20.7682779602
890.644533938  41.0483280931
1099.27615223  60
