FLOWgpm     Hinches
202.892354498  1.5
368.303595399  2.41667221372
715.204044666  3.89353639236
900.775101338  4.73026708168
1112.62973521  5.91709171207
1272.54963415  6.98181780409
1441.5444964  8.15833718614
1745.46476224  11.4696230088
2463.10355728  20.9714065209
2953.29244672  30
