FLOWgpm     Hinches
63             1.5
63.0917258837  1.5146710691
75.0049783933  1.76991116848
96.3030673091  2.17130066468
121.259535795  2.76947051451
145.495462097  3.49821465596
183.097259444  4.96616355867
223.804722023  7.25899999737
382.366303477  19.0264098086
524.223920374  34.1178079162
718.820465342  60
