FLOWgpm     Hinches
250.930308505  1.5
358.154045956  1.98919026136
536.39483254  2.68977239475
851.075400576  3.78149059586
1135.65208869  4.73026708168
1376.272648  5.63602543779
1620.34376842  6.65017624547
1889.27357232  7.92356157444
2266.64832909  10.2052650548
2771.15009851  14.347352924
2992.13901522  16
