FLOWgpm     Hinches
102.233654984  1.5
143.135384989  1.98919026136
204.277013344  2.66371932127
247.596814169  3.08243927154
291.506160136  3.63709579525
366.95506651  4.87042518321
503.274575937  8.15833718614
843.650115508  20.1706212257
1248.81809516  40.25699285
1556.0662265  60
