FLOWgpm     Hinches
42             1.5
42.8802711641  1.5146710691
50.9797065868  1.75276784966
60.5935657518  2.12944203561
71.3211873644  2.63791859727
80.7844243677  3.14303105095
95.0576193414  4.12768612623
105.600507965  5.01473617781
150.37896087  10.2052650548
214.177837673  20.1706212257
376.422760652  60
