FLOWgpm     Hinches
151.880369302  1.5
214.696771317  2.00864595988
337.394671771  2.79655791003
416.874437093  3.29977271885
510.128324092  3.89353639236
612.117943574  4.87042518321
763.262223119  6.3342879085
1017.28381907  9.91158421134
1672.42785862  25.2314327333
2646.41633853  60
