FLOWgpm     Hinches
128.891066865  1.5
162.333902727  1.85817591168
212.493183802  2.27958253723
280.86380526  2.76947051451
327.529060773  3.20481388829
404.581718683  3.97007197909
485.494208752  4.9180614128
628.919507796  6.98181780409
791.295976927  10.3050798206
1313.85584141  24.9870416568
2139.89693445  60
